This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202407 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
197905,       21.00,       19.95,       19.80,       18.07,       12.83,       87.21,       78.54,       78.66,       80.57,       82.25,      179.28,      183.21,      171.91,      173.21,      180.77,      390.89,      397.90,      394.84,      424.43,      424.83,     2499.75,     1739.71,     1950.19,     2356.80,     1049.15
197906,       20.40,       19.69,       19.49,       17.94,       12.70,       84.54,       76.76,       78.01,       79.77,       81.36,      172.60,      176.70,      170.37,      168.82,      176.13,      389.37,      388.93,      385.70,      418.23,      418.55,     2429.73,     1706.96,     1895.56,     2294.12,     1026.68
197907,       17.65,       18.88,       19.01,       17.39,       12.45,       79.28,       79.45,       82.31,       81.93,       80.54,      184.84,      175.27,      181.80,      181.50,      170.86,      432.47,      399.81,      454.16,      423.99,      479.80,     2667.50,     1748.75,     3039.41,     1400.06,     1402.88
197908,       18.03,       19.40,       19.61,       17.95,       12.62,       80.74,       81.33,       84.26,       85.97,       83.45,      190.25,      181.82,      188.98,      185.80,      179.61,      438.37,      411.21,      465.71,      434.46,      494.28,     2652.66,     1774.85,     3080.71,     1412.96,     1438.98
197909,       19.63,       21.15,       20.81,       19.01,       13.59,       87.58,       87.97,       90.22,       90.93,       89.09,      207.46,      195.38,      198.69,      195.25,      190.73,      473.83,      434.53,      495.10,      452.03,      529.30,     2805.48,     1889.07,     3174.70,     1472.57,     1506.32
197910,       19.57,       20.91,       20.43,       18.81,       13.45,       88.13,       88.51,       87.84,       89.05,       87.09,      209.98,      194.86,      195.17,      188.60,      187.29,      471.12,      435.23,      492.68,      440.83,      517.80,     2750.96,     1901.71,     3220.18,     1479.35,     1511.97
197911,       17.39,       18.90,       17.89,       16.89,       11.87,       80.04,       78.92,       77.40,       78.12,       76.76,      191.85,      176.36,      174.39,      173.23,      163.85,      434.72,      400.74,      449.42,      394.78,      461.87,     2573.58,     1791.55,     3030.19,     1367.05,     1386.99
197912,       19.28,       20.34,       19.10,       17.78,       12.56,       88.68,       84.56,       82.01,       83.54,       82.07,      213.51,      186.07,      184.41,      184.13,      171.43,      476.03,      426.62,      480.58,      415.41,      484.96,     2702.92,     1911.12,     3111.20,     1454.78,     1392.34
198001,       21.43,       21.58,       20.15,       18.89,       13.02,       96.06,       87.65,       86.18,       86.06,       85.54,      225.20,      191.37,      188.50,      181.62,      184.12,      496.67,      442.32,      489.09,      421.25,      503.00,     2749.74,     1977.32,     3099.74,     1461.12,     1421.87
198002,       24.23,       23.79,       21.82,       20.55,       14.45,      102.27,       94.06,       91.37,       89.22,       93.16,      236.86,      202.62,      200.74,      192.32,      200.42,      531.48,      475.64,      518.52,      423.40,      542.43,     2839.07,     2121.55,     3270.74,     1577.32,     1554.79
198003,       24.40,       23.66,       21.40,       19.82,       14.09,      100.74,       93.34,       88.30,       84.70,       91.70,      232.87,      194.48,      191.06,      183.54,      193.96,      516.37,      467.40,      501.97,      398.91,      530.48,     2697.86,     2131.51,     3357.18,     1593.78,     1580.38
198004,       19.14,       19.02,       17.47,       16.55,       11.60,       80.17,       77.63,       73.11,       71.75,       72.71,      195.85,      162.09,      158.52,      158.58,      156.48,      452.49,      399.88,      434.53,      352.80,      438.37,     2521.31,     1882.98,     3027.94,     1403.57,     1374.65
198005,       20.29,       20.12,       18.54,       17.46,       12.15,       84.92,       81.25,       77.51,       77.17,       75.31,      208.91,      173.33,      169.58,      170.24,      165.89,      473.11,      423.84,      461.53,      383.62,      466.85,     2593.25,     1943.14,     3187.62,     1506.23,     1403.13
198006,       21.88,       21.34,       19.78,       18.61,       13.11,       92.47,       88.71,       82.49,       82.87,       81.97,      223.51,      184.45,      183.56,      182.89,      179.95,      507.46,      455.20,      500.44,      407.70,      505.68,     2704.42,     2030.67,     3313.89,     1554.20,     1474.54
198007,       19.63,       17.14,       18.47,       16.99,       12.02,       86.23,       83.50,       83.92,       84.56,       84.22,      204.34,      208.66,      196.30,      196.15,      199.21,      461.55,      485.92,      484.50,      520.26,      464.87,     2409.38,     2510.27,     2847.37,     2604.98,     1325.34
198008,       21.88,       19.22,       20.27,       18.36,       13.08,       98.55,       92.65,       92.12,       90.81,       90.90,      231.01,      225.63,      214.09,      206.27,      210.38,      512.37,      535.56,      520.35,      533.12,      486.03,     2675.04,     2658.06,     2935.98,     2677.96,     1384.80
198009,       24.46,       20.89,       21.59,       19.68,       13.67,      106.38,       98.60,       95.58,       93.05,       93.45,      245.89,      239.34,      217.82,      208.87,      210.32,      533.78,      544.38,      529.93,      529.71,      485.53,     2714.25,     2668.35,     3011.90,     2703.61,     1377.30
198010,       26.07,       21.36,       22.17,       19.86,       14.08,      110.97,      102.00,       98.88,       93.31,       94.10,      258.76,      243.89,      222.88,      210.32,      206.58,      564.37,      565.98,      538.68,      527.82,      483.41,     2794.31,     2812.71,     3099.37,     2666.32,     1367.32
198011,       28.01,       22.64,       23.07,       20.54,       14.37,      118.32,      104.10,       98.99,       96.27,       95.23,      264.33,      249.34,      228.39,      212.59,      205.87,      577.28,      585.50,      533.35,      517.40,      463.90,     2807.83,     2916.95,     3235.62,     2606.72,     1368.08
198012,       32.38,       24.06,       24.39,       20.65,       14.60,      134.12,      111.56,      102.42,      102.26,       98.27,      294.97,      266.29,      235.30,      216.23,      207.86,      651.62,      664.24,      554.28,      528.46,      465.39,     3092.23,     3321.96,     3802.36,     2757.92,     1414.56
198101,       30.32,       22.65,       23.29,       20.10,       13.96,      126.89,      108.57,       99.81,      100.13,       97.26,      282.54,      256.70,      233.15,      212.82,      206.20,      627.06,      632.75,      546.85,      531.49,      458.94,     3091.02,     3130.61,     3573.45,     2715.62,     1398.16
198102,       29.06,       22.52,       23.07,       20.51,       14.38,      121.08,      108.34,       98.70,      101.71,       99.88,      269.84,      252.06,      230.26,      216.18,      211.01,      584.88,      610.15,      544.83,      528.28,      464.65,     2898.63,     2897.45,     3338.82,     2708.95,     1419.84
198103,       28.09,       22.29,       23.08,       20.87,       14.71,      120.82,      110.04,      100.96,      101.37,      103.23,      275.58,      257.45,      234.80,      214.92,      212.51,      591.11,      615.74,      565.52,      531.60,      478.96,     2978.48,     2939.35,     3290.00,     2753.52,     1397.78
198104,       30.18,       24.39,       25.00,       22.71,       15.82,      130.38,      118.92,      108.48,      108.88,      110.45,      293.25,      276.51,      252.47,      232.89,      225.93,      646.75,      655.40,      611.93,      567.67,      511.24,     3100.29,     3025.04,     3290.52,     2840.76,     1502.00
198105,       31.05,       25.45,       25.84,       23.73,       16.67,      132.50,      122.92,      111.57,      113.46,      114.45,      299.51,      285.86,      251.92,      234.38,      233.48,      646.33,      650.57,      614.03,      565.92,      518.64,     3011.68,     2892.26,     3193.49,     2894.17,     1450.07
198106,       32.62,       26.81,       26.54,       24.45,       17.13,      140.58,      125.28,      114.21,      111.24,      116.79,      305.68,      289.00,      257.02,      236.46,      244.02,      667.75,      660.97,      621.29,      568.23,      533.13,     3044.65,     2813.10,     3101.37,     2982.78,     1446.01
198107,       25.59,       26.32,       24.80,       24.06,       17.25,      118.43,      120.71,      115.35,      117.53,      114.45,      268.77,      276.97,      268.48,      262.56,      256.27,      614.26,      612.84,      655.10,      622.66,      630.27,     2822.01,     3258.89,     2692.23,     2381.91,     3541.99
198108,       24.40,       25.43,       23.98,       23.46,       16.87,      115.36,      116.45,      114.25,      115.62,      111.73,      264.05,      270.89,      260.00,      254.08,      253.55,      626.17,      603.89,      637.88,      603.58,      607.56,     2864.79,     3360.76,     2630.96,     2324.35,     3555.68
198109,       21.41,       23.05,       22.32,       22.04,       15.97,      103.30,      106.59,      106.52,      109.09,      104.49,      241.90,      253.46,      244.50,      237.29,      243.56,      581.10,      564.06,      608.43,      568.58,      583.99,     2671.66,     3105.87,     2451.53,     2181.49,     3473.20
198110,       18.56,       21.12,       20.66,       20.51,       14.69,       92.61,       97.35,       99.25,      104.68,       98.25,      219.24,      237.63,      227.32,      232.01,      232.03,      525.64,      516.38,      567.00,      542.57,      553.89,     2501.29,     2845.47,     2290.77,     2123.89,     3481.53
198111,       20.62,       22.61,       22.39,       21.89,       15.47,      103.09,      102.46,      106.04,      112.41,      103.61,      242.06,      249.67,      243.48,      241.76,      240.04,      578.03,      557.02,      593.16,      561.49,      571.35,     2691.97,     3047.43,     2341.06,     2146.63,     3638.02
198112,       20.46,       23.09,       23.18,       22.41,       16.01,      104.60,      106.00,      110.52,      118.86,      108.41,      243.55,      256.21,      250.69,      247.91,      251.34,      599.67,      577.43,      604.18,      599.22,      593.36,     2777.28,     3213.41,     2437.80,     2222.22,     3710.90
198201,       19.61,       22.61,       22.67,       22.19,       15.62,      101.82,      105.30,      108.10,      115.25,      106.17,      238.46,      246.13,      247.21,      240.73,      241.53,      579.84,      561.61,      591.24,      581.27,      574.74,     2691.92,     3094.78,     2337.97,     2166.10,     3634.22
198202,       19.01,       22.39,       21.93,       21.83,       15.53,       95.59,      101.33,      104.23,      110.78,      106.10,      223.55,      237.01,      234.56,      232.22,      242.76,      541.34,      538.01,      566.89,      568.63,      563.16,     2682.54,     2968.95,     2268.05,     2138.04,     3680.81
198203,       17.51,       21.33,       21.22,       21.12,       15.29,       88.38,       93.57,      100.02,      109.03,      104.69,      205.92,      228.75,      229.65,      225.29,      241.92,      495.95,      488.33,      542.11,      564.23,      562.84,     2468.70,     2707.74,     2177.59,     2087.07,     3468.84
198204,       17.16,       20.74,       21.02,       20.68,       15.33,       84.85,       93.52,       98.24,      110.40,      107.19,      200.67,      227.85,      231.24,      223.53,      249.12,      476.72,      477.48,      540.59,      560.85,      562.81,     2378.49,     2706.15,     2135.94,     2136.19,     3526.14
198205,       18.32,       21.54,       21.86,       21.62,       15.94,       90.42,      100.70,      103.87,      114.93,      111.20,      212.17,      241.07,      241.24,      234.45,      259.42,      506.26,      500.72,      563.90,      578.30,      588.59,     2534.44,     2808.09,     2197.04,     2196.10,     3523.89
198206,       17.77,       21.10,       21.78,       21.25,       15.90,       86.36,       96.58,      100.05,      112.30,      104.71,      202.34,      234.83,      231.81,      226.20,      249.99,      481.29,      475.64,      536.66,      551.15,      568.16,     2414.93,     2732.63,     2133.19,     2131.87,     3405.63
198207,       16.33,       19.23,       18.90,       17.86,       13.56,       91.86,       93.53,       95.16,       95.06,       86.99,      214.60,      222.91,      206.50,      219.61,      216.40,      502.69,      464.61,      515.74,      524.75,      496.45,     2733.39,     2436.30,     1974.15,     3055.49,     1962.21
198208,       15.70,       18.73,       18.80,       17.69,       13.52,       88.45,       93.03,       94.69,       94.38,       86.08,      210.39,      220.61,      199.98,      211.96,      211.55,      496.05,      446.11,      506.33,      502.57,      480.46,     2747.76,     2340.12,     1885.75,     2985.52,     1913.03
198209,       16.56,       20.18,       20.12,       18.59,       14.24,       95.35,       99.86,      103.52,      101.61,       92.38,      232.06,      244.18,      222.29,      233.64,      233.30,      554.63,      499.13,      554.59,      562.68,      543.23,     3039.00,     2607.54,     2107.52,     3329.14,     2147.52
198210,       17.01,       20.50,       21.19,       19.32,       14.88,       97.28,      102.58,      108.00,      106.71,       97.13,      239.21,      256.47,      230.74,      242.15,      237.01,      569.45,      507.08,      596.18,      575.27,      540.41,     3087.96,     2669.10,     2125.44,     3316.26,     2137.87
198211,       20.24,       23.35,       24.00,       21.95,       16.62,      114.11,      114.95,      122.40,      117.70,      107.60,      274.73,      290.71,      259.41,      274.53,      266.02,      657.93,      579.37,      671.02,      646.28,      607.75,     3442.21,     2965.15,     2328.12,     3661.95,     2339.35
198212,       22.02,       25.77,       26.70,       24.11,       18.32,      125.08,      125.10,      131.11,      125.65,      116.43,      303.14,      315.63,      273.78,      287.16,      287.47,      704.13,      616.70,      698.70,      680.38,      646.76,     3670.87,     3056.20,     2363.39,     3694.86,     2392.79
198301,       22.54,       26.19,       27.24,       24.29,       18.78,      124.85,      127.89,      132.03,      123.06,      116.83,      304.58,      316.55,      268.54,      286.06,      293.20,      710.28,      616.78,      691.87,      679.95,      661.93,     3753.78,     3048.10,     2382.85,     3708.14,     2477.55
198302,       25.61,       28.46,       29.05,       26.54,       20.21,      134.98,      137.98,      136.60,      128.50,      122.12,      324.29,      325.27,      278.68,      293.45,      303.76,      745.24,      628.98,      708.05,      693.09,      673.59,     3826.34,     3134.87,     2479.22,     3948.87,     2509.51
198303,       26.46,       29.73,       31.33,       28.49,       21.97,      141.69,      144.60,      146.81,      136.50,      127.79,      339.83,      340.13,      292.16,      304.10,      316.89,      778.22,      644.15,      729.97,      713.18,      699.28,     3901.35,     3247.41,     2538.66,     3914.18,     2582.54
198304,       27.43,       31.35,       33.45,       29.75,       23.63,      143.97,      150.13,      156.03,      145.57,      133.38,      346.58,      362.12,      304.87,      326.00,      331.42,      782.23,      659.93,      759.11,      750.99,      732.42,     4027.27,     3316.96,     2634.70,     4014.87,     2664.45
198305,       29.69,       33.66,       36.50,       32.39,       25.66,      155.86,      162.27,      169.75,      155.04,      144.01,      369.98,      387.23,      326.64,      345.75,      351.86,      821.54,      696.74,      813.01,      800.00,      776.04,     4289.90,     3513.89,     2864.81,     4350.64,     2950.55
198306,       33.65,       37.28,       39.36,       35.01,       27.72,      165.41,      171.88,      177.99,      160.29,      150.59,      389.66,      406.81,      333.38,      351.84,      354.92,      858.81,      733.91,      842.73,      808.97,      779.04,     4230.86,     3419.90,     2828.69,     4257.21,     2906.47
198307,       36.17,       36.54,       32.47,       31.00,       24.64,      170.50,      167.96,      167.39,      165.73,      170.80,      365.82,      383.70,      372.64,      375.06,      355.18,      817.42,      834.68,      837.52,      846.21,      876.53,     4662.23,     2940.66,     3467.19,     3619.70,     5110.97
198308,       34.11,       35.55,       31.98,       31.10,       24.89,      158.02,      160.40,      165.30,      167.97,      172.27,      343.05,      372.41,      383.32,      377.29,      357.84,      779.73,      806.82,      795.89,      835.42,      867.82,     4432.89,     2760.37,     3334.63,     3608.58,     4992.28
198309,       32.12,       34.34,       31.17,       29.92,       24.60,      149.74,      154.56,      160.19,      165.50,      172.92,      329.29,      356.08,      371.50,      370.78,      359.56,      757.34,      787.80,      790.88,      851.42,      895.30,     4388.85,     2735.57,     3361.54,     3718.31,     5283.55
198310,       31.11,       34.42,       31.00,       30.41,       24.90,      151.10,      156.47,      166.82,      173.10,      178.45,      335.34,      369.34,      381.10,      387.61,      382.57,      780.18,      802.70,      813.27,      869.31,      902.83,     4508.69,     2782.24,     3419.96,     3666.85,     5267.22
198311,       27.92,       32.52,       29.37,       29.49,       24.10,      135.65,      144.83,      159.89,      169.48,      172.70,      306.96,      351.51,      369.65,      383.04,      375.44,      720.98,      787.13,      795.33,      850.83,      895.33,     4394.07,     2710.26,     3404.36,     3658.49,     5220.13
198312,       29.03,       33.76,       30.60,       30.30,       25.18,      143.44,      151.98,      166.99,      177.54,      180.61,      325.82,      365.18,      385.66,      396.76,      380.24,      761.67,      793.30,      828.43,      885.29,      924.67,     4427.05,     2788.86,     3476.34,     3678.92,     5398.78
198401,       27.57,       33.75,       30.25,       30.20,       25.55,      138.52,      149.79,      165.61,      176.31,      180.23,      315.19,      360.01,      383.00,      390.74,      382.38,      736.72,      781.82,      803.27,      865.65,      915.63,     4417.79,     2782.32,     3390.06,     3627.19,     5381.79
198402,       27.00,       33.51,       30.10,       30.79,       26.48,      129.69,      146.76,      164.50,      176.20,      186.10,      293.36,      341.57,      372.77,      389.87,      379.94,      679.58,      753.65,      787.68,      857.47,      915.85,     4160.47,     2756.42,     3423.65,     3676.60,     5579.82
198403,       25.00,       31.18,       28.41,       29.35,       25.27,      120.23,      137.61,      157.53,      169.80,      174.18,      272.89,      315.46,      353.69,      369.30,      369.10,      641.66,      703.79,      742.08,      825.59,      868.95,     3988.14,     2577.46,     3257.55,     3545.53,     5586.34
198404,       24.85,       31.61,       28.66,       29.91,       25.89,      119.79,      137.41,      155.79,      170.92,      177.11,      274.26,      318.74,      360.45,      372.49,      378.87,      641.04,      712.90,      757.16,      832.75,      902.12,     4051.35,     2650.66,     3253.02,     3593.21,     5469.60
198405,       23.97,       31.14,       28.63,       29.82,       25.63,      118.07,      139.31,      156.25,      170.60,      174.58,      274.90,      321.40,      358.77,      366.26,      378.43,      629.25,      713.77,      749.84,      809.68,      881.51,     4106.55,     2627.12,     3287.99,     3644.35,     5589.28
198406,       22.72,       29.95,       27.21,       28.69,       24.85,      110.80,      129.89,      147.65,      163.14,      165.52,      257.80,      302.57,      336.43,      349.47,      349.52,      603.99,      679.21,      705.68,      762.52,      810.45,     3915.51,     2528.50,     3060.08,     3450.96,     4903.54
198407,       26.12,       27.55,       28.62,       26.22,       20.64,      140.72,      145.21,      148.44,      148.68,      141.25,      310.92,      326.18,      336.66,      327.60,      327.91,      707.42,      713.79,      764.13,      755.76,      736.33,     4781.63,     2665.74,     2907.98,     3596.78,     3166.84
198408,       24.26,       26.12,       27.33,       25.57,       20.33,      133.29,      136.94,      145.67,      142.79,      135.28,      299.81,      313.79,      326.10,      316.62,      322.58,      679.83,      680.13,      744.36,      718.50,      727.47,     4859.74,     2622.76,     2909.80,     3483.23,     3078.66
198409,       27.28,       29.34,       29.72,       27.61,       22.41,      154.46,      150.79,      159.29,      155.76,      148.45,      346.57,      353.09,      358.96,      353.56,      351.87,      765.07,      764.29,      838.26,      794.78,      794.76,     5359.44,     2877.96,     3181.90,     3852.07,     3429.70
198410,       26.70,       29.00,       30.06,       27.59,       23.14,      145.86,      151.03,      161.82,      157.04,      152.76,      332.54,      355.04,      362.69,      358.90,      363.35,      751.26,      750.25,      840.68,      803.40,      825.14,     5254.40,     2825.58,     3115.16,     3914.46,     3519.30
198411,       25.90,       28.28,       29.50,       27.09,       22.90,      141.39,      148.45,      161.26,      158.17,      153.26,      326.21,      352.74,      365.79,      349.78,      369.33,      739.01,      748.29,      845.82,      802.10,      834.20,     5283.71,     2895.19,     3150.39,     3910.38,     3475.42
198412,       24.51,       27.03,       29.05,       26.45,       22.68,      133.16,      143.12,      160.26,      157.58,      154.32,      312.83,      348.43,      368.96,      354.32,      373.93,      712.64,      738.11,      833.10,      802.94,      847.32,     5135.13,     2855.88,     3075.49,     3853.34,     3497.08
198501,       24.58,       27.35,       29.02,       26.61,       23.04,      135.74,      145.30,      162.37,      158.69,      157.71,      327.87,      360.41,      369.92,      358.59,      379.22,      733.51,      751.11,      847.73,      824.40,      871.58,     5261.64,     2916.40,     3156.79,     3953.64,     3526.27
198502,       28.59,       31.59,       32.04,       29.30,       24.49,      157.49,      163.31,      175.34,      174.03,      171.44,      372.93,      394.56,      405.43,      390.84,      408.06,      823.05,      848.14,      918.45,      885.68,      917.88,     5760.55,     3142.14,     3389.26,     4215.45,     3666.14
198503,       29.70,       32.96,       33.16,       30.10,       25.41,      161.93,      168.23,      178.80,      177.05,      172.70,      378.94,      396.99,      409.44,      397.06,      402.41,      842.50,      836.15,      933.23,      898.66,      924.12,     5743.86,     3216.37,     3416.21,     4293.22,     3736.51
198504,       29.13,       31.83,       32.54,       29.72,       25.14,      154.62,      162.18,      176.88,      177.11,      177.36,      361.91,      392.01,      399.99,      397.65,      415.73,      817.29,      816.34,      929.57,      905.47,      957.45,     5646.34,     3239.76,     3388.61,     4323.58,     3775.36
198505,       28.33,       31.23,       32.91,       29.67,       25.45,      149.67,      159.65,      176.12,      181.13,      178.01,      357.22,      384.28,      397.95,      407.58,      419.28,      806.35,      789.17,      930.48,      909.54,      933.76,     5549.96,     3156.45,     3339.54,     4369.25,     3872.61
198506,       29.22,       32.50,       34.41,       30.38,       25.69,      155.25,      165.81,      181.50,      190.46,      182.34,      380.56,      406.96,      409.90,      424.27,      433.93,      858.60,      832.43,      979.16,      945.96,      989.89,     5839.39,     3384.67,     3604.21,     4320.81,     4010.98
198507,       27.32,       29.11,       28.32,       26.51,       18.95,      154.66,      154.71,      158.32,      159.26,      159.05,      377.72,      360.17,      384.28,      390.21,      380.38,      872.27,      893.73,      954.14,      980.65,      882.53,     5496.81,     3433.66,     3548.69,     4787.43,     4507.98
198508,       28.16,       29.87,       28.95,       26.93,       19.61,      159.71,      159.77,      165.49,      159.28,      160.19,      381.50,      370.94,      388.50,      392.43,      385.70,      869.18,      896.57,      960.02,      955.31,      887.06,     5524.84,     3412.45,     3478.90,     4708.09,     4374.87
198509,       27.80,       29.66,       29.03,       26.88,       19.57,      156.45,      158.02,      166.48,      159.19,      160.00,      371.57,      366.62,      386.89,      388.92,      385.17,      851.76,      890.77,      950.95,      949.67,      886.37,     5455.84,     3349.66,     3437.50,     4677.55,     4385.82
198510,       25.62,       27.82,       27.63,       25.90,       18.65,      144.68,      147.48,      160.60,      152.97,      151.30,      345.22,      349.93,      373.42,      372.10,      372.03,      807.95,      852.63,      903.03,      885.42,      841.69,     5275.30,     3295.68,     3320.27,     4515.28,     4183.55
198511,       26.10,       28.48,       28.54,       26.78,       19.11,      150.51,      152.69,      166.32,      160.38,      155.90,      358.21,      365.08,      388.49,      382.46,      385.68,      853.22,      886.18,      939.70,      929.53,      881.84,     5469.00,     3384.84,     3475.94,     4763.26,     4418.37
198512,       27.90,       30.23,       30.47,       28.18,       20.08,      164.43,      163.48,      177.71,      171.04,      165.64,      383.73,      390.42,      409.67,      405.82,      406.60,      920.45,      947.35,     1012.72,      977.12,      914.17,     5993.85,     3646.17,     3763.24,     4906.31,     4603.20
198601,       29.15,       31.91,       31.80,       29.47,       20.89,      172.49,      170.07,      187.25,      176.89,      165.78,      407.12,      407.45,      418.31,      415.13,      428.45,      953.74,      985.28,     1037.98,     1021.34,      957.35,     6391.63,     3780.90,     3932.16,     5039.94,     4781.70
198602,       30.42,       32.60,       32.67,       30.24,       21.56,      173.81,      173.08,      188.54,      177.04,      169.65,      411.23,      419.20,      424.23,      423.06,      439.40,      964.29,      989.46,     1055.45,     1045.35,      987.27,     6415.21,     3840.90,     3992.68,     4956.71,     4825.74
198603,       32.58,       34.76,       34.85,       32.64,       22.84,      186.72,      184.83,      201.31,      191.66,      177.30,      441.08,      458.08,      452.24,      452.75,      466.95,     1038.77,     1076.97,     1125.54,     1116.99,     1056.39,     6876.45,     4215.33,     4323.50,     5231.02,     5145.48
198604,       34.10,       36.85,       37.02,       34.22,       24.54,      192.96,      194.74,      212.39,      200.59,      188.25,      461.81,      492.43,      473.61,      476.64,      486.13,     1096.22,     1131.32,     1189.76,     1148.90,     1107.89,     7278.57,     4516.42,     4544.31,     5464.28,     5431.20
198605,       35.33,       38.01,       37.54,       34.50,       24.77,      197.51,      198.61,      211.89,      202.47,      185.01,      469.65,      503.80,      477.43,      474.42,      479.00,     1118.81,     1127.33,     1167.01,     1115.46,     1050.49,     7304.59,     4466.06,     4430.56,     5310.48,     5249.20
198606,       37.10,       39.47,       39.34,       35.85,       25.64,      203.74,      203.10,      219.14,      210.81,      188.34,      496.82,      521.05,      504.73,      499.63,      492.77,     1187.32,     1167.86,     1228.85,     1161.18,     1090.92,     7662.43,     4731.58,     4549.90,     5610.44,     5516.99
198607,       36.22,       34.66,       34.29,       33.05,       20.86,      195.14,      182.61,      194.08,      185.63,      178.95,      457.32,      481.87,      470.92,      488.43,      475.60,     1122.36,     1198.94,     1095.03,     1233.83,     1096.47,     7188.66,     4621.51,     4356.32,     6234.21,     5687.33
198608,       32.63,       31.87,       31.37,       30.97,       18.94,      172.82,      164.69,      176.67,      176.19,      166.48,      412.18,      443.75,      434.45,      457.65,      450.16,     1027.07,     1110.24,     1016.51,     1170.56,     1045.86,     6673.95,     4343.18,     4138.75,     6060.80,     5508.48
198609,       32.94,       32.24,       31.98,       31.19,       19.39,      177.06,      171.54,      184.14,      184.95,      173.46,      429.43,      458.19,      460.78,      489.49,      487.36,     1068.59,     1178.54,     1082.87,     1285.25,     1139.92,     6947.55,     4612.40,     4373.90,     6699.19,     6061.43
198610,       30.27,       30.36,       30.38,       30.04,       18.81,      161.42,      161.19,      172.89,      178.70,      163.41,      393.60,      421.10,      427.41,      465.01,      460.48,      969.40,     1103.12,      997.64,     1195.30,     1067.83,     6211.85,     4099.04,     4062.58,     6140.02,     5651.01
198611,       31.15,       31.28,       31.17,       31.24,       19.19,      171.17,      168.13,      178.39,      183.50,      165.65,      415.42,      429.59,      433.83,      473.30,      459.33,     1005.70,     1174.87,     1049.00,     1260.38,     1111.52,     6518.50,     4382.64,     4338.52,     6405.98,     5972.13
198612,       30.56,       31.28,       31.16,       31.11,       19.33,      171.18,      167.17,      176.72,      180.50,      164.74,      415.83,      428.79,      425.41,      476.07,      455.80,     1015.01,     1187.06,     1060.74,     1216.24,     1129.18,     6671.21,     4451.32,     4472.77,     6528.12,     6025.50
198701,       28.81,       30.43,       30.09,       30.35,       18.71,      165.64,      163.51,      170.20,      174.54,      162.51,      404.70,      419.15,      406.54,      464.64,      447.16,      967.49,     1149.24,     1019.05,     1180.05,     1088.70,     6543.43,     4329.40,     4264.33,     6321.32,     5826.68
198702,       32.10,       33.36,       33.24,       33.42,       20.50,      188.10,      182.65,      188.14,      190.93,      180.33,      459.23,      472.34,      441.59,      512.21,      491.04,     1104.89,     1269.97,     1125.04,     1320.88,     1212.25,     7420.91,     5079.42,     4754.48,     7097.02,     6504.32
198703,       35.62,       35.68,       35.54,       35.32,       21.43,      206.30,      199.31,      199.53,      201.88,      189.82,      499.66,      508.14,      463.81,      532.39,      511.96,     1182.10,     1357.96,     1193.01,     1357.70,     1239.47,     8008.98,     5368.89,     4884.59,     7101.17,     6386.40
198704,       36.31,       36.51,       36.10,       35.84,       22.46,      208.41,      204.79,      202.46,      207.19,      194.04,      502.76,      514.02,      470.09,      544.91,      524.01,     1202.68,     1371.13,     1211.23,     1383.58,     1219.42,     8114.77,     5479.88,     4901.29,     7288.78,     6668.98
198705,       35.57,       35.56,       35.32,       35.57,       22.20,      200.22,      197.99,      195.70,      198.00,      184.26,      491.15,      502.14,      448.86,      531.78,      495.29,     1161.56,     1311.16,     1178.35,     1351.30,     1196.55,     8003.18,     5411.78,     4784.17,     7223.74,     6613.22
198706,       35.70,       35.10,       35.39,       35.17,       22.97,      198.19,      197.66,      195.27,      195.48,      182.21,      494.36,      503.96,      443.82,      529.90,      498.74,     1182.95,     1305.72,     1170.80,     1339.57,     1202.54,     8129.06,     5367.53,     4751.49,     7237.45,     6567.88
198707,       34.35,       38.06,       37.71,       36.44,       25.87,      207.79,      194.92,      195.06,      196.40,      196.58,      501.67,      494.40,      493.86,      532.84,      546.00,     1258.99,     1332.20,     1408.05,     1288.00,     1334.97,     7093.03,     6771.99,     5506.35,     7329.83,     7008.74
198708,       35.09,       39.01,       38.34,       37.59,       27.13,      211.39,      198.72,      202.88,      202.84,      207.99,      510.52,      512.83,      512.28,      553.15,      586.43,     1305.22,     1399.36,     1471.87,     1340.71,     1396.91,     7512.03,     6951.95,     5839.39,     7505.74,     7197.42
198709,       35.60,       39.96,       39.47,       38.55,       27.38,      217.01,      206.25,      210.49,      207.18,      213.66,      530.33,      529.77,      535.06,      572.36,      589.19,     1368.33,     1454.03,     1526.58,     1382.92,     1398.36,     7867.25,     7289.45,     6027.56,     7817.28,     7340.74
